ID,Label,Name,Category,Type,Text,Front Image,Back Image,Use Count
Building_Blocks_Collaboration,Blocks_Collaboration,Blocks_Collaboration,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_337.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_Competition,Blocks_Competition,Blocks_Competition,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_339.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_Networked,Blocks_Networked,Blocks_Networked,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_341.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_New_Acquaintances,Blocks_New_Acquaintances,Blocks_New_Acquaintances,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_343.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_Outreach,Blocks_Outreach,Blocks_Outreach,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_345.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_2D_Scanning,Blocks_2D_Scanning,Blocks_2D_Scanning,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_347.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_3D_Printing,Blocks_3D_Printing,Blocks_3D_Printing,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_349.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_3D_Scanning,Blocks_3D_Scanning,Blocks_3D_Scanning,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_351.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_Audio,Blocks_Audio,Blocks_Audio,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_353.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_Augmented_Reality,Blocks_Augmented_Reality,Blocks_Augmented_Reality,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_355.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_Biometrics,Blocks_Biometrics,Blocks_Biometrics,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_357.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_Instant_Messaging,Blocks_Instant_Messaging,Blocks_Instant_Messaging,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_359.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_Intelligent_Assistant,Blocks_Intelligent_Assistant,Blocks_Intelligent_Assistant,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_361.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_Linked_Data,Blocks_Linked_Data,Blocks_Linked_Data,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_363.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_Paper,Blocks_Paper,Blocks_Paper,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_365.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_Photography,Blocks_Photography,Blocks_Photography,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_367.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_Projection,Blocks_Projection,Blocks_Projection,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_369.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_Proximity,Blocks_Proximity,Blocks_Proximity,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_371.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_Public_Displays,Blocks_Public_Displays,Blocks_Public_Displays,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_373.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_Shop,Blocks_Shop,Blocks_Shop,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_375.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_Social_Media,Blocks_Social_Media,Blocks_Social_Media,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_377.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_Telephony,Blocks_Telephony,Blocks_Telephony,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_379.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_Video,Blocks_Video,Blocks_Video,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_381.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_Virtual_Reality,Blocks_Virtual_Reality,Blocks_Virtual_Reality,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_383.png,\VisitorBox Cards\building_blocks_back.png,0
Building_Blocks_Visual_Markers,Blocks_Visual_Markers,Blocks_Visual_Markers,Building_Blocks,,,\VisitorBox Cards\cards-21_04_2020_385.png,\VisitorBox Cards\building_blocks_back.png,0
Goals_Acquire_More_Diverse_Assets,Acquire_More_Diverse_Assets,Acquire_More_Diverse_Assets,Goals,,,\VisitorBox Cards\cards-21_04_2020_387.png,\VisitorBox Cards\goals_back.png,0
Goals_Digitise_More_Assets,Digitise_More_Assets,Digitise_More_Assets,Goals,,,\VisitorBox Cards\cards-21_04_2020_389.png,\VisitorBox Cards\goals_back.png,0
Goals_Increase_Educational_Activities,Increase_Educational_Activities,Increase_Educational_Activities,Goals,,,\VisitorBox Cards\cards-21_04_2020_391.png,\VisitorBox Cards\goals_back.png,0
Goals_Use_Assets_In_New_Ways,Use_Assets_In_New_Ways,Use_Assets_In_New_Ways,Goals,,,\VisitorBox Cards\cards-21_04_2020_393.png,\VisitorBox Cards\goals_back.png,6
Goals_Use_Greater_Proportion_Of_Assets,Use_Greater_Proportion_Of_Assets,Use_Greater_Proportion_Of_Assets,Goals,,,\VisitorBox Cards\cards-21_04_2020_395.png,\VisitorBox Cards\goals_back.png,0
Goals_Further_Social_Media_Reach,Further_Social_Media_Reach,Further_Social_Media_Reach,Goals,,,\VisitorBox Cards\cards-21_04_2020_397.png,\VisitorBox Cards\goals_back.png,0
Goals_Greater_Brand_Awareness,Greater_Brand_Awareness,Greater_Brand_Awareness,Goals,,,\VisitorBox Cards\cards-21_04_2020_399.png,\VisitorBox Cards\goals_back.png,0
Goals_Higher_Visitor_Satisfaction,Higher_Visitor_Satisfaction,Higher_Visitor_Satisfaction,Goals,,,\VisitorBox Cards\cards-21_04_2020_401.png,\VisitorBox Cards\goals_back.png,0
Goals_Increase_Visitor_Satisfaction,Increase_Visitor_Satisfaction,Increase_Visitor_Satisfaction,Goals,,,\VisitorBox Cards\cards-21_04_2020_403.png,\VisitorBox Cards\goals_back.png,1
Goals_More_Visitor_Ambassadors,More_Visitor_Ambassadors,More_Visitor_Ambassadors,Goals,,,\VisitorBox Cards\cards-21_04_2020_405.png,\VisitorBox Cards\goals_back.png,0
Goals_Wider_Social_Media_Diversity,Wider_Social_Media_Diversity,Wider_Social_Media_Diversity,Goals,,,\VisitorBox Cards\cards-21_04_2020_407.png,\VisitorBox Cards\goals_back.png,0
Goals_Increase_Online_Visits,Increase_Online_Visits,Increase_Online_Visits,Goals,,,\VisitorBox Cards\cards-21_04_2020_409.png,\VisitorBox Cards\goals_back.png,0
Goals_Increase_Outreach,Increase_Outreach,Increase_Outreach,Goals,,,\VisitorBox Cards\cards-21_04_2020_411.png,\VisitorBox Cards\goals_back.png,0
Goals_Increase_Visit_Duration,Increase_Visit_Duration,Increase_Visit_Duration,Goals,,,\VisitorBox Cards\cards-21_04_2020_413.png,\VisitorBox Cards\goals_back.png,0
Goals_Increase_Visitor_Participation,Increase_Visitor_Participation,Increase_Visitor_Participation,Goals,,,\VisitorBox Cards\cards-21_04_2020_415.png,\VisitorBox Cards\goals_back.png,1
Goals_Increase_Volunteering,Increase_Volunteering,Increase_Volunteering,Goals,,,\VisitorBox Cards\cards-21_04_2020_417.png,\VisitorBox Cards\goals_back.png,0
Goals_Increase_Donations,Increase_Donations,Increase_Donations,Goals,,,\VisitorBox Cards\cards-21_04_2020_419.png,\VisitorBox Cards\goals_back.png,0
Goals_Increase_Membership,Increase_Membership,Increase_Membership,Goals,,,\VisitorBox Cards\cards-21_04_2020_421.png,\VisitorBox Cards\goals_back.png,0
Goals_Increase_Repeat_Visits,Increase_Repeat_Visits,Increase_Repeat_Visits,Goals,,,\VisitorBox Cards\cards-21_04_2020_423.png,\VisitorBox Cards\goals_back.png,0
Goals_Increase_Visitor_Numbers,Increase_Visitor_Numbers,Increase_Visitor_Numbers,Goals,,,\VisitorBox Cards\cards-21_04_2020_425.png,\VisitorBox Cards\goals_back.png,0
Goals_Increase_Visitor_Spend,Increase_Visitor_Spend,Increase_Visitor_Spend,Goals,,,\VisitorBox Cards\cards-21_04_2020_427.png,\VisitorBox Cards\goals_back.png,0
Goals_More_Data-Driven_Decisions,More_Data-Driven_Decisions,More_Data-Driven_Decisions,Goals,,,\VisitorBox Cards\cards-21_04_2020_429.png,\VisitorBox Cards\goals_back.png,0
Goals_Reduce_Venue_Costs,Reduce_Venue_Costs,Reduce_Venue_Costs,Goals,,,\VisitorBox Cards\cards-21_04_2020_431.png,\VisitorBox Cards\goals_back.png,0
Goals_Win_More_Funding,Win_More_Funding,Win_More_Funding,Goals,,,\VisitorBox Cards\cards-21_04_2020_433.png,\VisitorBox Cards\goals_back.png,0
Goals_Attract_New_Demographics,Attract_New_Demographics,Attract_New_Demographics,Goals,,,\VisitorBox Cards\cards-21_04_2020_435.png,\VisitorBox Cards\goals_back.png,2
Goals_Change_Visiting_Party_Size,Change_Visiting_Party_Size,Change_Visiting_Party_Size,Goals,,,\VisitorBox Cards\cards-21_04_2020_437.png,\VisitorBox Cards\goals_back.png,0
Goals_Change_Visitor_Attitude_Or_Beliefs,Change_Visitor_Attitude_Or_Beliefs,Change_Visitor_Attitude_Or_Beliefs,Goals,,,\VisitorBox Cards\cards-21_04_2020_439.png,\VisitorBox Cards\goals_back.png,1
Goals_Increase_International_Reach,Increase_International_Reach,Increase_International_Reach,Goals,,,\VisitorBox Cards\cards-21_04_2020_441.png,\VisitorBox Cards\goals_back.png,0
Info_Info,Information,Information,Info,,,\VisitorBox Cards\cards-21_04_2020_443.png,\VisitorBox Cards\info_back.png,0
